,en,fr
693,"We hear stories of Afghan women and girls who have been banned from working, from attending school, from leaving their houses unless accompanied by a male relative.","Nous entendons des récits de femmes et de filles afghanes empêchées de travailler, d'aller à l'école, de quitter leur maison sans être accompagnées par un parent de sexe masculin."
694,"Since 1980 one and a half billion people in 15 countries, that is a quarter of the world's population, have enjoyed a spectacular economic growth.","Depuis 1980, 1 milliard et demi d'individus, ont, dans 15 pays, bénéficié d'une croissance économique spectaculaire, soit un quart de la population mondiale."
695,"Of course, it is also possible to imagine that a public service can exist and provide certain services without operating with optimum efficiency.","On peut naturellement aussi imaginer l'existence d'un service public qui peut fournir certaines prestations, sans travailler à son optimum."
696,"Co-existence seems a remote, unattainable goal; the ancient hatreds inspiring these two ethnic factions cannot be overcome.",La coexistence semble lointaine et irréalisable; la haine ancestrale qui anime les deux ethnies ne peut être éradiquée.
697,I believe it is essential for the European Union to promote various Community programmes for those Mediterranean countries which have a serious problem of water shortage.,"A cet égard, je considère qu'il est indispensable pour l'Union européenne de promouvoir les différents programmes communautaires pour les pays méditerranéens qui connaissent un grave problème de ressources hydriques."
698,"The same applies to other more important amendments, and in this case I accuse the Commission of having capitulated far too easily.","C'est la même chose en ce qui concerne d'autres amendements plus importants, où là, je reproche à la Commission d'avoir capitulé beaucoup trop vite."
699,"Some earlier speakers have already stated that there is no magic solution to the problem of unemployment - in fact, a number of effective solutions must be sought.",Certains des orateurs qui m'ont précédé l'ont mentionné: il n'existe pas de solution magique pour résoudre le problème de l'emploi. Il faut rechercher de nombreuses solutions efficaces à cet égard.
700,"On the other hand we do have provisions, in the Danish legislative system, which make it possible to ban parties if they make use of force and are therefore unacceptable.","La constitution danoise contient, par contre, des règles permettant d'interdire des partis qui ont recours à la violence."
701,"It is a very fundamental part of the contribution I made but because of all the noise in Parliament, it was lost on that occasion.","Cet aspect constituait une partie importante de mon intervention mais en raison du vacarme régnant dans l'hémicycle, l'information n'a pas été consignée."
702,"In connection with this, the amendment on the principle of non discrimination is extremely important.","Dans ce contexte, l'amendement sur les principes de non discrimination est primordial."
703,This report on telecommunications forcefully reasserts the need to improve the European public service at the same time as telecommunications are liberalized in our information society.,Ce rapport sur les télécommunications affirme avec force la nécessité du renforcement du service d'intérêt général au niveau européen pour accompagner la libéralisation des télécommunications dans notre société d'information.
704,"We should give our full attention to this aspect in future, especially in the light of the revision of the Treaties, and with a view to the next conference of the World Trade Organization.","Monsieur le Président, mes chers collègues, cet aspect mérite à l&#x02BC;avenir toute notre attention, principalement à la lumière de la révision des Traités et de la prochaine conférence de l&#x02BC;Organisation mondiale du commerce."
705,"In numerous documents, and recently the report on a citizens' network, Parliament has emphasized the social importance of public transport.","Que ce soit dans le rapport publié récemment sur le citizens network ou dans bon nombre d'autres documents, le Parlement a à maintes reprises souligné l'intérêt social que présentent les transports publics."
706,"It is true that the three countries are a long way from the EU, but their history brings them closer to us.","Certes, ces trois pays sont éloignés de l'Union européenne, mais leur histoire les rapproche de nous."
707,"After this first initiative, the Commission has not re-examined the matter nor, despite constant pressure from Parliament, has it taken any other initiative.","Après cette première initiative, la Commission n'a plus procédé à l'examen de cette question ni pris d'autres initiatives, en dépit des pressions incessantes du Parlement européen."
708,"In the course of our work, we received several kilos of documentation from the Commission, the Council, government bodies, and national and international scientific institutions.","Mais, en définitive, pendant la période où nous avons travaillé, nous avons reçu de nombreux kilos de documentation de la Commission, du Conseil, d'instances gouvernementales et d'institutions scientifiques nationales et internationales."
709,"Madam President, ladies and gentlemen, a proposal from the Commission is on the table today, aimed at establishing common rules for the control of animal products from third countries.","Madame le Président, Mesdames et Messieurs, la proposition de la Commission qui nous est soumise, a pour but de fixer des règles communes pour le contrôle vétérinaire des produits à base de viande bovine en provenance de pays tiers."
710,"Fortunately, the Committee on Legal Affairs and Citizens' Rights approved this report, thereby avoiding prolonged debate on the technical complexity of the proposal.","Heureusement, la commission juridique a approuvé ce rapport en évitant de longues discussions sur la complexité technique de la proposition."
711,"If that happens, then the European Council will in my view have done something positive for the Union and for the Member States, but especially for the developing countries.","Si tel est le cas, le Conseil européen aura, me semble-t-il, accompli une démarche positive pour l'Union, les États membres et surtout en faveur des pays en voie de développement."
712,It is just as important to promote and foster the creativity of all those involved in the production process.,Il est tout aussi essentiel d'encourager la créativité de tous les participants au processus de production.
713,"Nevertheless, within the agreement there are some new developments which show exciting possibilities for using these agreements towards the development end of the spectrum.","Il y a néanmoins, au coeur de l'accord, certains éléments nouveaux qui ouvrent des perspectives passionnantes en élargissant le spectre des possibilités d'utilisation de ces accords."
714,The main subjects on which we consider the state of negotiations at the Intergovernmental Conference to be absolutely unsatisfactory have been referred to on several occasions today.,"Mais nous avons aussi des raisons de nous préoccuper de l'avenir de l'Europe. Les thèmes les plus importants, au sujet desquels l'état actuel des négociations préparatoires à la Conférence intergouvernementale nous paraît tout à fait insuffisant, ont déjà été abordés à plusieurs reprises aujourd'hui."
715,"I believe that the conference was a breakthrough, although mainly in terms of public opinion. The actions taken as a result of the conference were however rather poor.","À mon avis, elle a marqué une percée, essentiellement par rapport à l'opinion internationale, alors que les résultats concrets sont plutôt maigres."
716,"This might seem a possible basis for a humane society, but if we do not recognize God's law in our lives, then not all human rights are safe from attack.","Ce principe semble pouvoir constituer la base d'une société humaine. Cependant, si nous ne reconnaissons pas le droit de Dieu sur notre existence, nous ne pouvons garantir le respect de tous les droits de l'homme."
717,It is precisely these kinds of discrepancies in fiscal treatment that make the internal market so difficult and lead to more unemployment.,"En effet, ce sont précisément les différences des traitements fiscaux qui rendent le marché intérieur si complexe et aggravent de ce fait le chômage."
718,"Naturally, the Turkish Cypriots will have a place in the representation of the lawful and internationally recognized government of Cyprus.",Et il va de soi qu'à la délégation du gouvernement légitime et internationalement reconnu de la République de Chypre pourront se joindre des Chypriotes turcs.
719,"The best weapon is a free election; free and fair elections will guarantee the democratic structures which will put an end to this state of affairs, and that is the demand we should all be making.","Le meilleur moyen, ce sont des élections libres; des élections libres et honnêtes sont garanties de structures démocratiques et mettent fin à cette situation. Nous devrions tous ensemble poser cette exigence."
720,"Mr President, could I first of all thank the Committee on Transport and Tourism and in particular the rapporteur, Mr Belenguer, for his excellent report on the proposal.","Monsieur le Président, puis-je tout d'abord remercier la commission des transports et du tourisme, et en particulier son rapporteur, M. Belenguer, pour l'excellent rapport au sujet de la proposition?"
721,"In fact, requesting a split vote on an amendment is in effect tabling a new amendment, i.e. tabling an amendment on an amendment.","En fait, en demandant un vote par division sur un amendement, on présente un nouvel amendement, on fait un amendement sur les amendements."
722,"As I said, the reason for these debates between the Commission and Parliament was that the Commission was seeking to regulate a state of affairs which did not arise under the GATT Agreement.","Le fait que cela devait entraîner, et ait entraîné, ces débats entre la Commission et le Parlement est dû à ce que j'ai dit, à savoir que la Commission voulait réglementer des états de fait qui n'étaient pas repris dans l'accord du GATT."
723,"Furthermore, I would stress that the Member State at which his question is directed, namely France, is not the only country where restrictions of this kind are applied to goods traffic on Sundays.","Je tiens par ailleurs à préciser que l'État sur lequel porte la question, à savoir la France, n'est pas le seul pays à avoir instauré ce type de restrictions pour la circulation dominicale des poids lourds."
724,It is vital for the European Union to guarantee its energy independence by continuing to develop clean and renewable energy sources.,"Il est, en effet, indispensable que l'Union européenne garantisse son indépendance énergétique en continuant de développer des sources d'énergie propres et renouvelables."
725,I have worked it out: this is the sixth time since the month of February that I have come before the European Parliament or one of your committees.,"J'ai fait le calcul: c'est aujourd'hui la sixième fois, depuis le mois de février, que je viens devant votre Assemblée ou devant vos commissions."
726,"Madam President, the interest of the conciliation focused on the European Parliament proposal to guarantee the open broadcasting of major sporting events.","Madame le Président, l'intérêt de la procédure de conciliation s'est centré autour de la proposition du Parlement européen d'assurer la diffusion «en clair» des grands événements sportifs."
727,"These measures should of course not interfere with the internal market or free trade or, for that matter, the rules of competition.","Il ne faut cependant pas que ces mesures créent des obstacles au marché intérieur ou au libre commerce international ou, par conséquent, aux règles de concurrence."
728,This authority is rightly controversial in all our countries and is not wielded in a very obvious way but it is has to be conquered from the public.,"Cette autorité est justement controversée dans tous nos pays et elle n'est plus assumée de manière aussi évidente, il faut la conquérir auprès des citoyens."
729,"First you overrule regulations and the wishes of Parliament, making a mockery of democracy, and then you have the effrontery to publish material like this.","Dans certains cas, vous dépassez dans les directives les voeux du Parlement européen, et vous ridiculisez ainsi la démocratie, et ensuite, vous vous permettez en plus de telles élucubrations."
730,The Danish Social Democrats would also like to see the transport of goods and passengers switched from catamaran ferries and other fast-moving craft to more environmentally friendly vessels.,"Les sociaux-démocrates danois souhaitent que le transport des marchandises et des passagers ne se fasse plus par des ferry-boats et autres bateaux rapides, mais par des bateaux plus respectueux de l'environnement."
731,"However, I find it extraordinary that in at least one Member State, Cohesion Fund investment in one region has caused major problems in another.","Toutefois, il est tout de même incroyable que, dans un État membre au moins, l'investissement du Fonds de cohésion dans une région ait provoqué des problèmes majeurs dans une autre."
732,"French fishermen, in contrast, happily for them, are going to benefit from her invaluable support in the National Assembly.","Par contre, les pêcheurs français, heureusement pour eux, gagnent un appui inestimable à l'Assemblée nationale."
733,"I seriously wonder whether in fact the European Union has, unwittingly it seems, partly subsidized what amounts to a major military base in the Outer Hebrides.","Je me demande vraiment si, en réalité, l'Union européenne n'a pas, sans le vouloir, partiellement subventionné l'équivalent d'une grosse base militaire dans les Hébrides externes."
734,I therefore believe that it is imperative to maintain an open channel of dialogue with the new Turkish government.,"J'estime, cependant, qu'il est absolument nécessaire de maintenir un couloir ouvert de dialogue avec le nouveau gouvernement turc."
735,"This is also significant and I would therefore stress that, if we are seeking a fruitful dialogue, we have to use the appropriate procedure through parliamentary channels.","Cela aussi est important. J'insiste par conséquent sur le fait que, si nous voulons que ce dialogue porte ses fruits, nous devons recourir à la procédure parlementaire appropriée."
736,"That is positive; it means there is continuity in the choices made and the policies followed during the last few years, and they are taking concrete form..","Il s'agit là, à mon avis, d'un fait positif, car cela indique une continuité et une concrétisation des choix effectués et des politiques menées au cours de ces années."
737,"But in my opening remarks I indicated the principles of international law which determined whether expropriation was illegal or otherwise, in relation to the question of compensation.","Mais dans mes remarques d'introduction, j'ai repris les principes de droit international qui déterminent la légalité d'une expropriation, en relation avec la question de l'indemnisation."
738,"As well as this undemocratic procedure, powers for the Court of Justice are also missing, as Mrs Palacio Vallelersundi has already mentioned.","Outre ce procédé antidémocratique, la compétence de la Cour de justice européenne est également absente, comme l'a déjà signalé Mme Palacio."
739,"But the fact of the matter is that the Member States are currently making major efforts to improve their financial situations, and to converge.","Mais aujourd'hui, le fait est que les Etats membres fournissent un effort important de convergence et d'assainissement de leurs finances."
740,It is forgotten that poverty and the lack of development are still the main problems in many ASEAN countries.,On oublie que la pauvreté et l'absence de développement demeurent encore et toujours des problèmes majeurs dans de nombreux pays de l'ANASE.
741,I would have looked forward to a debate and a decision which took more notice of the value of human beings than the value of shares.,J'aurais espéré un débat et une décision qui tiennent compte de la valeur humaine plus que de celle des actions en bourse.
742,"Perhaps the time has come for the Council to start being politically accountable to the European Parliament, which represents all the Union's citizens.","Peut-être le moment est-il venu pour le Conseil de commencer à être politiquement responsable devant ce Parlement européen, qui représente tous les citoyens de l'Union."
743,"Secondly, education and training are the important pillars of all efforts for the future that we can undertake today.","Deuxièmement, l'éducation et la formation sont les piliers importants de toutes nos actions pour l'avenir, que nous pouvons réaliser dans le présent."
744,"If the animals have been mostly paid for, when they are loaded onto the vehicles, then one can hardly wonder if they are treated in this way.","Si les animaux sont quasi tous payés dès qu'ils sont dans le camion, il ne faut pas s'étonner qu'ils soient traités de la sorte."
745,"The future of the euro is to say the least uncertain, but it should at least not be harmful to our physical health.","L'avenir de la monnaie européenne est pour le moins incertain, faisons du moins en sorte qu'elle soit sans danger pour la santé physique des populations."
746,In any case the Presidency has the firm intention of putting this question on the Council's agenda so that there is a decision on this.,La présidence a en tout cas la ferme intention de mettre cette question à l'ordre du jour du Conseil pour qu'il y ait décision en la matière.
747,"Because as long as there is a nuclear bomb monopoly for two great powers, there will be no disarmament!","Car tant que les deux grandes puissances auront le monopole de la bombe atomique, il n'y aura pas de désarmement."
748,"We must consciously make a distinction and tailor the help directly for women, because that it where it does the most good.",Nous devons sciemment opérer des distinctions et tailler sur mesure une aide directe en faveur des femmes afin qu'elles en profitent au maximum.
749,"The wording of the common position in this respect, which was very vague and would have resulted in inconsistent practice throughout the European Union, has been improved.","La formulation de la position commune, qui était très imprécise et qui aurait entraîné une pratique non uniforme dans l'Union européenne, a été améliorée."
750,"That is, in fact, the incentive we wish to provide, as it is in fact small and medium budget productions or coproductions which do not have access to private market loans, except at a very high cost.","Tel est en fait le coup de pouce que l'on veut donner, vu que ce sont justement les productions, voire les coproductions à petits et moyens budgets qui n'ont pas de possibilités d'accès, autres que très onéreuses, aux crédits financiers du marché privé."
751,All the applicant states must be given the opportunity to begin negotiations for membership at the same time.,Tous les pays candidats doivent pouvoir entamer les négociations simultanément.
752,The Committee on Budgets bore that in mind in its resolution when it promised to approve a supplementary budget if the budgeted funds proved insufficient.,La commission des budgets en a exprimé son souci dans sa résolution où l'on trouve également une promesse d'adoption d'une rallonge budgétaire si les fonds budgétisés ne suffisent pas.
753,"Mr President, the casualness with which the Commission's document and Mrs Billingham's report state that the European Union must have powers covering services of general interest is questionable.","Monsieur le Président, que le document de la Commission et le rapport de notre collègue Billingham présentent comme une évidence le fait que l'Union européenne doive disposer de compétences en matière de services d'intérêt public est une affirmation sujette à caution."
754,We are also in favour of an abolition of consumer aid and the creation of an integrated control system running from production to consumption itself.,Nous sommes également favorables à la suppression de l'aide à la consommation et à la création d'un système intégré de contrôle depuis la production jusqu'à la consommation.
755,It would be interesting to know the difference between bureaucratic and administrative expenses and expenses intended for the promotion of human rights.,Il serait intéressant de connaître la distinction entre les dépenses de nature bureaucratique et administrative et les dépenses proprement destinées à la promotion des droits de l'homme.
756,"What is at issue now is what is still possible, even if Luxembourg I and Luxembourg II have only yielded unsatisfactory results, by revising the conditions for the introduction of the euro.","Il faut donc maintenant se concentrer sur ce qui est encore possible - même si Luxembourg I et Luxembourg II n'ont apporté que des résultats insatisfaisants - c'est-à-dire, modifier les conditions dans lesquelles l'euro sera introduit."
757,"The information society offers a wide range of opportunities. However, those opportunities must be available to all the people of Europe if we really want cohesion at European level.","La société de l'information offre de larges possibilités, mais celles-ci doivent s'offrir à tous les citoyens si nous voulons réellement une cohésion au niveau européen."
758,So I hope that there is awareness that there might be a renegotiated mandate and that the British Presidency will give this top priority if need be.,J'espère donc que tout le monde a conscience qu'il pourrait y avoir un mandat renégocié et que la présidence britannique y accordera la plus grande priorité si nécessaire.
759,In Australia the aborigines say that the land does not belong to them or to the whites but that they belong to the land.,"En Australie, les aborigènes disent que la terre ne leur appartient pas, ni aux blancs, mais qu'eux appartiennent à la terre."
760,"It will come as no surprise that, as a socialist and Frenchman, I support without reserve the questions and inquiries of our colleague, Mr Ali.",Personne ne sera surpris d'apprendre qu'en tant que socialiste et français j'adhère sans réserve aux interrogations et propositions de notre collègue Alí.
761,"That is why the Union as a whole must support the US explicitly, exert credible pressure on Iraq and provide a clear strategy and contingency planning in case of military intervention.","Pour ces raisons, l'Union dans son ensemble doit soutenir les Nations Unies sans détours, exercer une pression réelle sur l'Irak et élaborer une stratégie claire et un plan d'intervention pour l'éventualité d'une intervention militaire."
762,This amendment seeks to increase the required frequency of recurrent training and to so well beyond the requirements of JAR-OPS from which our proposal originates.,"Cet amendement vise à augmenter la fréquence requise des sessions de formation permanente, et ce, bien au-delà des exigences stipulées dans les JAR-OPS, sur lesquelles se base notre proposition."
763,The Committee has been entirely behind Mr Wynn in the stand he has taken over the years on this particular point.,La commission tout entière a soutenu M. Wynn dans la position qu'il a adoptée au cours des années sur ce point particulier.
764,"However, neither the original Commission text on the sale of consumer goods and associated guarantees, nor the amendments proposed by the Kuhn report meet these criteria.","Or, ni le texte initial de la Commission sur la vente et la garantie des biens de consommation, ni les amendements proposés par le rapport Kuhn ne répondent à ces critères."
765,"Firstly, we in the UPE Group are calling for a specific five-year EU action programme to combat this disease, backed-up with adequate resources.","Tout d'abord, nous, membres de l'UPE, demandons la mise sur pied d'un programme d'action spécifique européen de cinq ans afin de combattre cette maladie, doté de ressources adéquates."
766,"It is a movement in that position which the world community is now impressing on Mr Netanyahu, and it is there that our main focus will concentrate.",C'est en ce sens que la communauté internationale tente à présent d'influencer M. Netanyahou et c'est sur cet élément que notre attention va se concentrer.
767,"The oil profits in Angola are all going into buying arms, and will continue to do so over the coming years.",Les bénéfices pétroliers de l'Angola dépassent et continueront ces prochaines années de dépasser les achats d'armes.
768,"Mr President, first I would like to thank Mr Megahy and all those who have contributed to the debate.","Monsieur le Président, tout d'abord je voudrais remercier M. Megahy et tous ceux qui ont contribué au débat."
769,"What the Bureau seems to be resorting to here is diktat from on high, and it is very anti-democratic.","Le Bureau semble ici avoir recours à quelque chose qui lui est dicté d'en haut, et c'est un procédé antidémocratique."
770,"It is urgent for a certain number of Member States, undoubtedly not that of the President-in-Office, to come to an agreement to bring about as quickly as possible a federal Europe.","Il est urgent qu'un certain nombre d'États membres et, sans doute pas celui de la présidence en exercice, se mettent d'accord pour passer le plus rapidement possible à une Europe fédérale."
771,"ECHO is proceeding to analyse their requests for funding, and a meeting is being held today, 2 April, at the Delegation of the European Commission in Brasilia.","ECHO est en train d'étudier leurs demandes d'intervention financière et une réunion doit avoir lieu aujourd'hui, 2 avril, au siège de la délégation de la Commission européenne à Brasilia."
772,"It is inevitable, given the complexity of the problem, that everyone will have some significant reservations about some part of the package.","Vu la complexité du problème, tout le monde aura, chose inévitable, des réserves à émettre sur certaines parties du compromis."
773,"Nevertheless, the opening up to liberalization is progressive and not as strong as the Commission initially proposed.","Toutefois, l'ouverture à la libéralisation est progressive et moins forte que ne le proposait initialement la Commission."
774,The adoption of the single currency has established a process which could in fact lead the people one day to reject the whole idea of the construction of Europe.,L'adoption de la monnaie unique met en place un engrenage tel qu'il pourrait bien amener les peuples à rejeter un jour en bloc l'idée même de la construction européenne.
775,"They must be minimized as far as possible, given that it is not possible to eliminate them altogether.",On doit les minimiser le plus possible sachant qu'il n'est pas possible de les éliminer totalement.
776,Have they managed to avoid damaging the farming and fishing industries by adopting codes of conduct to prevent possible destructuring effects?,"Ont-il su éviter de fragiliser les secteurs de l'agriculture et de la pêche, grâce à l'adoption de codes de conduite pour prévenir d'éventuels effets déstructurants?"
777,I hope that the Council and the Parliament can continue to work closely together on both measures to make sure that they are adopted as soon as possible.,Je forme le voeu que le Conseil et le Parlement continueront d'unir leurs efforts pour que ces deux propositions puissent être adoptées au plus vite.
778,And the Commission is of course concerned that this sort of decision may have adverse effects on democratic pluralism and freedom of expression in Turkey.,La Commission craint naturellement que ce genre de décisions aient des répercussions négatives sur le pluralisme démocratique et sur la liberté d'expression en Turquie.
779,"In fact, it is all a question of political will, others have said this and I would like to stress the point, nothing important will happen if we do not want it to.","En fait, tout est affaire de volonté politique, d'autres que moi l'ont dit, et j'insiste sur ce point, rien d'important ne se fera si on ne le veut pas."
780,"And it is to this ploy that the European Parliament has just lent itself, by voting in favour of the Herman report.",Et c'est bien à ce jeu que le Parlement européen vient de se prêter en votant le rapport Herman.
781,We have already criticized the fact that a constant level of prices and aid has been established in the Commission's proposals on Agenda 2000 for a period of seven years.,"Dans les propositions de la Commission sur l'Agenda 2000, nous avons déjà dénoncé le caractère constant du niveau retenu des prix et des aides sur une période de sept ans."
782,"The idea was that by liberalizing trade we would overcome the damage caused by protectionism before the war, and this would bring prosperity and jobs.",On espérait que la libéralisation des échanges et la suppression des dommages produits par les protectionnismes d'avant-guerre apporteraient prospérité et à emploi.
783,The taxation of border work is held up as one of the areas in which fiscal harmonization is necessary.,L'imposition du travail frontalier est citée parmi les domaines pour lesquels une harmonisation fiscale serait nécessaire.
784,"We would also like to express our hopes that the Guineans - and not any third parties - will quickly be able to find a lasting democratic solution by political means, without further bloodshed.","Nous voudrions également exprimer notre désir que rapidement, à l'aide de moyens politiques et sans nouvelle effusion de sang, les Guinéens - et pas des tiers - trouvent une solution durable au conflit actuel dans un cadre démocratique."
785,It is an illusion to think that it would be possible to harmonize regional development policy in the various Member States.,Il est utopique de penser que la forme administrative de la politique de l'aménagement du territoire des États membres puisse être harmonisée.
786,"President Santer stated on 27 May, this year that the Commission must continue to play its political role, forcefully and totally independently.","Le président Santer n'a-t-il pas affirmé le 27 mai dernier: »la Commission doit continuer à jouer son rôle politique, avec force et en toute indépendance.»"
787,I must also say that in some countries there are worrying political consequences because not all regions are equal and not all territories have political power.,"Je tiens également à souligner que, dans certains pays, se produisent des effets politiques difficiles parce que toutes les régions ne se ressemblent pas et que tous les territoires n'ont pas de capacité politique."
788,That is why I believe it advisable to hold the necessary dialogue with the European Parliament at a very early stage.,C'est pourquoi je pense que le nécessaire dialogue avec le Parlement européen s'impose dans une phase très précoce.
789,"Even though closer cooperation does not cover the second pillar, there is an interesting idea that the objectives of the Maastricht Treaty could be fulfilled there.","Même si le renforcement de la coopération ne couvre pas le deuxième pilier, l'idée que l'on puisse par là atteindre l'objectif du traité de Maastricht est intéressante."
790,"Unfortunately, the Socialist Group and the Confederal Group of the European United Left do not support it.","Malheureusement, le groupe socialiste et le groupe de la gauche unitaire européenne ne la soutiennent pas."
791,"For the small bodies, the Council has again applied the method established last year, of granting a flat-rate total amount for routine administrative expenditure.","En ce qui concerne les petites instances, le Conseil a une nouvelle fois appliqué la méthode de l'octroi d'un montant global forfaitaire pour les dépenses administratives, comme cela avait été fait l'année dernière."
792,"Naturally, the interests of the Member States must be represented in doing this because the implementation of Community acts is mostly a matter for the Member States.","Bien sûr, les intérêts des pays membres doivent être défendus car la transposition de l'Acte communautaire relève de ces pays eux-mêmes."
793,"If the convoys are fired on, they must be permitted to defend themselves, and they must be armed to do so.","Si on tire sur les convois, ils doivent pouvoir se défendre et donc être armés à cette fin."
794,"Similarly, the resolution does not suggest any ways of bringing about fiscal regulation such as might be launched with the introduction of a tax on capital movements (Tobin tax).","Dans le même esprit, la résolution n'aborde aucune voie de régulation fiscale, par exemple comme cela pourrait être amorcé grâce à la création d'une taxe sur les mouvements de capitaux (taxe Tobin)."
795,"This Parliament cannot even stop people smoking in areas where they are not meant to smoke, such as right outside this Chamber.","Ce Parlement ne peut même pas empêcher les personnes de fumer dans des zones où il est interdit de fumer, comme juste à l'extérieur de cette enceinte."
796,But perhaps we must also remember that these fees are not taxes and should only be paid for services rendered.,Mais peut-être faut-il également rappeler que les redevances ne sont pas des taxes et ne doivent être versées que pour des services rendus.
797,"The possible economic and financial advantages are equally obvious: improved traffic management in terms of time and space, multimodal transport, etcetera.","Les avantages possibles dans les domaines économiques et environnementaux sont également évidents: meilleure gestion temporelle et spatiale du trafic, transport multimodal, ..."
798,"I would like to thank the rapporteurs, Messrs van Velzen, Adam and Soulier, for these three excellent reports.","Je voudrais remercier les rapporteurs, MM. van Velzen, Adam et Soulier, pour ces trois rapports. Ils sont très bien faits."
799,"I turn now to the amendments, which with one exception concern only the recitals. I note with satisfaction that the rapporteur endorses all the other articles.","À propos des amendements qui ne concernent que les considérants, à une exception près, je constate avec satisfaction que le rapporteur a soutenu tous les autres articles."
800,"In my view, this has been a significant victory for Parliament in terms of making the Commission more open and accountable.","Je pense personnellement qu'il s'agit d'une victoire importante pour ce Parlement, qui a contraint la Commission à se montrer plus ouverte et responsable."
801,But I hope that in future we will embark on a road that takes us beyond what we have achieved so far.,"Je voudrais cependant que, dans le futur, nous nous engagions dans une voie qui aille au delà de ce que nous avons déjà accompli."
802,"We must not be tempted by any objective, however noble, for using these reserves at once, flooding the world markets with dollars and drastically reducing that currency's value against the euro.","Nous ne pouvons pas être séduits par un quelconque objectif, aussi noble soit-il, d'utilisation immédiate de ces réserves, qui aboutirait à une hausse significative de l'offre de dollars sur le marché mondial causant une diminution de sa valeur par rapport à l'euro."
803,Mr Mulder raised the interesting point of why some national governments are more successful than others in bringing in the environmental measures.,M. Mulder a soulevé la question intéressante de savoir pourquoi certains gouvernements réussissaient mieux que d'autres à appliquer les mesures relatives à l'environnement.
804,"The previous document, introduced by the Commission after the Council had asked it to intervene, introduced an specific instrument to allow the Commission to act very quickly in such occurrences.","Le document précédent, présenté par la Commission après que le Conseil lui a demandé d'intervenir, a introduit un instrument spécifique permettant à la Commission d'agir au plus vite dans de telles situations."
805,"Let me point out again that we are withdrawing Amendments Nos 3, 4 and 5 in favour of the compromise wording of the Council's Amendments Nos 8, 9 and 10.","Je rappelle que les propositions d'amendement 3, 4 et 5 sont retirées au profit des formules de compromis des propositions d'amendement 8, 9 et 10 du Conseil."
806,"Regrettably, the Commission knows that in practice such discretionary concessions are not always freely accessible to nationals from the state other than the one which is offering the concessions.","Malheureusement, la Commission sait que, dans la pratique, ces avantages ne sont pas toujours accessibles aux ressortissants d'un État membre autre que celui qui les offre."
807,"Legislation on social issues, individual rights and so on should preferably be carried out by Member States and not through EU Treaty provisions.","La législation sur les questions sociales, sur les différents droits revenant aux citoyens, etc. doit être élaborée pour l'essentiel au sein des États membres, et non par le biais de dispositions dans le cadre du traité sur l'Union."
808,"Perhaps we are seeing there the hand of a Member State, and the Commission should be more generous and not give in to certain pressures.","Peut-être voit-on là l'influence de quelque État membre, la Commission devrait être plus généreuse et ne pas se laisser influencer par certaines pressions."
809,"Therefore, on behalf of everyone, allow me to send him our congratulations and our best wishes for a speedy recovery because we do indeed need him here with us on Fridays.","Dès lors, permettez-moi, en votre nom à tous, de lui faire parvenir nos félicitations et, par la même occasion, nos voeux de prompt rétablissement car nous avons besoin de lui parmi nous le vendredi."
810,Europe will also have a presence in the international arena which will better reflect its weight in economic matters.,"Elle se dote aussi d'une présence sur la scène internationale, qui va davantage correspondre à son poids en matière économique."
811,"It has agreed with the ECU 500m cut in payments but, at the same time, it has also got rid of the reserve.",Il a été d'accord avec la réduction de 500 millions d'écus en ce qui concerne les paiements mais il s'est en même temps débarrassé de la réserve.
812,"The Union runs the risk of a prolonged period of uncertainty and crisis, and stands on the threshold of sending deeply negative and dispiriting signals to applicant states.",L'Union risque de connaître une longue période de crise et d'incertitude et est bien près d'envoyer des signaux très négatifs et très décourageants aux pays candidats.
813,Nor can we accept the parts of Amendments Nos 28 to 30 which are aimed at bringing the implementation forward.,Nous ne pouvons pas non plus accepter les parties des amendements 28 à 30 qui visent à avancer la mise en oeuvre.
814,"Legislation therefore becomes the dominant social regulator, given the dearth of spontaneous solutions to conflicts.","Ces sociétés, dans leur fonctionnement démocratique, sont à la recherche permanente de nouveaux équilibres."
815,It has not been put on the agenda because of the imminent advent of the enlargement eastward that we hope to see.,Elle ne figure pas à l'agenda parce que l'élargissement à l'est souhaité est imminent.
816,"The first electronic identity cards, in other words smart cards with which electronic signatures can be produced, have been on the market since last week.","Les premiers documents d'identité électroniques correspondant à cette loi, autrement dit des cartes à puce permettant de générer des signatures électroniques, ont été commercialisées la semaine dernière."
817,"Mr President, in terms of our subject this afternoon, we all agree that there is a steadily increasing consumer demand for organic products.","Monsieur le Président, s'agissant du sujet qui nous occupe cet après-midi, je pense que nous nous accordons tous sur le fait que les consommateurs demandent de plus en plus de produits organiques."
818,The measures for financial and administrative reorganisation advocated in the Socialist resolution are along the same lines as the plan put forward by the President of the Commission.,Les mesures d'assainissement financier et administratif préconisées par la résolution socialiste s'inscrivent dans le droit fil du plan du président de la Commission.
819,This must occur in such a way so as to ensure that their natural interest in guaranteeing development at the lowest possible cost matches our search for external markets.,"Et ce, dans la mesure où leur intérêt bien compris d'un développement au moindre coût rencontre ici à l'évidence notre recherche de marchés extérieurs."
